INSERT INTO possui (codigoEMecIES, codigoEMecCurso, quantidade) VALUES
(178, 1154, 145),
(178, 1163, 145),
(178, 1152, 145),
(178, 1123, 145),
(178, 1314, 145),
(178, 1083, 145),
(178, 1115, 145),
(178, 1159, 145),
(178, 1226, 145),
(178, 1142, 145),
(178, 1019, 145),
(178, 1335, 145),
(178, 1365, 145),
(178, 1341, 145),
(178, 1095, 145),
(178, 1291, 145),
(178, 1196, 145),
(178, 1351, 145),
(178, 1201, 145),
(178, 1190, 145),
(178, 1070, 145),
(178, 1089, 145),
(178, 1185, 145),
(178, 1051, 145),
(178, 1111, 145),
(178, 1285, 145),
(178, 1337, 145),
(178, 1037, 145),
(178, 1260, 145),
(178, 1153, 145),
(178, 1106, 145),
(178, 1333, 145),
(178, 1120, 145),
(178, 1304, 145),
(178, 1213, 145),
(178, 1253, 145),
(178, 1364, 145),
(178, 1053, 145),
(178, 1130, 145),
(178, 1076, 145),
(178, 1105, 145),
(178, 1043, 145),
(178, 1216, 145),
(178, 1358, 145),
(178, 1275, 145),
(178, 1248, 145),
(178, 1332, 145),
(178, 1129, 145),
(178, 1247, 145),
(178, 1140, 145),
(178, 1085, 145),
(178, 1270, 145),
(178, 1195, 145),
(179, 1126, 306),
(179, 1318, 306),
(179, 1261, 306),
(179, 1131, 306),
(179, 1128, 306),
(179, 1107, 306),
(179, 1047, 306),
(179, 1341, 306),
(179, 1287, 306),
(179, 1178, 306),
(179, 1253, 306),
(179, 1223, 306),
(179, 1028, 306),
(179, 1086, 306),
(179, 1239, 306),
(179, 1153, 306),
(179, 1256, 306),
(179, 1040, 306),
(179, 1291, 306),
(179, 1075, 306),
(179, 1123, 306),
(179, 1116, 306),
(179, 1130, 306),
(179, 1362, 306),
(179, 1070, 306),
(179, 1274, 306),
(179, 1230, 306),
(179, 1332, 306),
(179, 1035, 306),
(179, 1205, 306),
(179, 1233, 306),
(179, 1295, 306),
(179, 1359, 306),
(179, 1169, 306),
(179, 1305, 306),
(179, 1234, 306),
(179, 1097, 306),
(179, 1173, 306),
(179, 1300, 306),
(179, 1285, 306),
(179, 1104, 306),
(179, 1314, 306),
(179, 1346, 306),
(179, 1060, 306),
(179, 1066, 306),
(179, 1373, 306),
(179, 1162, 306),
(179, 1322, 306),
(179, 1281, 306),
(179, 1180, 306),
(179, 1179, 306),
(179, 1333, 306),
(179, 1227, 306),
(179, 1259, 306),
(179, 1183, 306),
(179, 1184, 306),
(179, 1348, 306),
(179, 1265, 306),
(179, 1175, 306),
(179, 1321, 306),
(179, 1115, 306),
(179, 1120, 306),
(179, 1329, 306),
(179, 1191, 306),
(179, 1157, 306),
(179, 1068, 306),
(179, 1215, 306),
(179, 1201, 306),
(179, 1021, 306),
(179, 1011, 306),
(179, 1112, 306),
(179, 1164, 306),
(179, 1268, 306),
(179, 1132, 306),
(179, 1085, 306),
(179, 1365, 306),
(179, 1013, 306),
(179, 1065, 306),
(179, 1212, 306),
(179, 1174, 306),
(179, 1200, 306),
(179, 1001, 306),
(179, 1046, 306),
(179, 1100, 306),
(179, 1228, 306),
(179, 1262, 306),
(179, 1010, 306),
(179, 1224, 306),
(179, 1098, 306),
(179, 1278, 306),
(179, 1118, 306),
(179, 1083, 306),
(179, 1096, 306),
(179, 1247, 306),
(179, 1017, 306),
(179, 1202, 306),
(179, 1311, 306),
(179, 1345, 306),
(179, 1092, 306),
(179, 1155, 306),
(179, 1298, 306),
(179, 1089, 306),
(179, 1192, 306),
(179, 1380, 306),
(179, 1284, 306),
(179, 1252, 306),
(179, 1357, 306),
(179, 1102, 306),
(179, 1048, 306),
(179, 1020, 306),
(179, 1257, 306),
(179, 1222, 306),
(179, 1245, 306),
(179, 1141, 306),
(179, 1242, 306),
(179, 1250, 306),
(179, 1146, 306),
(179, 1125, 306),
(179, 1379, 306),
(179, 1271, 306),
(179, 1161, 306),
(179, 1049, 306),
(179, 1072, 306),
(179, 1244, 306),
(179, 1249, 306),
(179, 1093, 306),
(179, 1108, 306),
(179, 1037, 306),
(179, 1303, 306),
(179, 1225, 306),
(179, 1008, 306),
(179, 1154, 306),
(179, 1167, 306),
(179, 1350, 306),
(179, 1124, 306),
(179, 1014, 306),
(179, 1005, 306),
(179, 1372, 306),
(179, 1325, 306),
(179, 1231, 306),
(179, 1059, 306),
(179, 1041, 306),
(179, 1226, 306),
(179, 1263, 306),
(179, 1199, 306),
(179, 1095, 306),
(179, 1283, 306),
(179, 1383, 306),
(179, 1067, 306),
(179, 1254, 306),
(179, 1127, 306),
(179, 1376, 306),
(179, 1129, 306),
(179, 1323, 306),
(179, 1138, 306),
(179, 1232, 306),
(179, 1366, 306),
(179, 1016, 306),
(179, 1188, 306),
(179, 1197, 306),
(179, 1076, 306),
(179, 1117, 306),
(179, 1282, 306),
(179, 1290, 306),
(179, 1312, 306),
(179, 1294, 306),
(179, 1337, 306),
(179, 1101, 306),
(179, 1029, 306),
(179, 1044, 306),
(179, 1110, 306),
(179, 1203, 306),
(179, 1304, 306),
(179, 1136, 306),
(179, 1309, 306),
(179, 1209, 306),
(179, 1043, 306),
(179, 1033, 306),
(179, 1214, 306),
(179, 1258, 306),
(179, 1210, 306),
(179, 1375, 306),
(179, 1243, 306),
(179, 1277, 306),
(179, 1034, 306),
(179, 1288, 306),
(179, 1358, 306),
(179, 1344, 306),
(179, 1351, 306),
(179, 1078, 306),
(179, 1003, 306),
(179, 1289, 306),
(179, 1326, 306),
(179, 1218, 306),
(179, 1004, 306),
(179, 1113, 306),
(179, 1328, 306),
(179, 1038, 306),
(179, 1213, 306),
(179, 1198, 306),
(179, 1143, 306),
(179, 1176, 306),
(179, 1058, 306),
(179, 1378, 306),
(179, 1160, 306),
(179, 1241, 306),
(179, 1177, 306),
(179, 1079, 306),
(179, 1045, 306),
(179, 1206, 306),
(179, 1293, 306),
(179, 1273, 306),
(179, 1331, 306),
(179, 1099, 306),
(179, 1094, 306),
(179, 1339, 306),
(179, 1105, 306),
(179, 1310, 306),
(179, 1267, 306),
(179, 1374, 306),
(179, 1280, 306),
(179, 1063, 306),
(179, 1266, 306),
(179, 1165, 306),
(179, 1073, 306),
(179, 1313, 306),
(179, 1336, 306),
(179, 1091, 306),
(179, 1270, 306),
(179, 1196, 306),
(179, 1317, 306),
(179, 1236, 306),
(179, 1158, 306),
(179, 1260, 306),
(179, 1381, 306),
(179, 1324, 306),
(179, 1296, 306),
(179, 1306, 306),
(179, 1031, 306),
(179, 1151, 306),
(179, 1182, 306),
(179, 1152, 306),
(179, 1220, 306),
(179, 1052, 306),
(179, 1354, 306),
(179, 1204, 306),
(179, 1297, 306),
(179, 1018, 306),
(179, 1039, 306),
(179, 1056, 306),
(179, 1343, 306),
(179, 1308, 306),
(179, 1352, 306),
(179, 1356, 306),
(179, 1139, 306),
(179, 1286, 306),
(179, 1264, 306),
(179, 1051, 306),
(179, 1055, 306),
(179, 1084, 306),
(179, 1172, 306),
(179, 1030, 306),
(179, 1217, 306),
(179, 1279, 306),
(179, 1221, 306),
(179, 1181, 306),
(179, 1349, 306),
(179, 1189, 306),
(179, 1082, 306),
(179, 1071, 306),
(179, 1248, 306),
(179, 1371, 306),
(179, 1238, 306),
(179, 1103, 306),
(179, 1087, 306),
(179, 1251, 306),
(179, 1186, 306),
(179, 1148, 306),
(179, 1237, 306),
(179, 1114, 306),
(179, 1019, 306),
(179, 1026, 306),
(179, 1193, 306),
(179, 1168, 306),
(179, 1361, 306),
(179, 1194, 306),
(179, 1144, 306),
(179, 1319, 306),
(179, 1054, 306),
(179, 1327, 306),
(179, 1156, 306),
(179, 1355, 306),
(179, 1367, 306),
(179, 1106, 306),
(179, 1149, 306),
(179, 1081, 306),
(179, 1088, 306),
(179, 1211, 306),
(179, 1147, 306),
(179, 1335, 306),
(179, 1195, 306),
(179, 1235, 306),
(179, 1334, 306),
(179, 1338, 306),
(179, 1064, 306),
(179, 1007, 306),
(180, 1072, 323),
(180, 1283, 323),
(180, 1312, 323),
(180, 1043, 323),
(180, 1144, 323),
(180, 1325, 323),
(180, 1272, 323),
(180, 1269, 323),
(180, 1365, 323),
(180, 1023, 323),
(180, 1160, 323),
(180, 1062, 323),
(180, 1087, 323),
(180, 1013, 323),
(180, 1346, 323),
(180, 1206, 323),
(180, 1322, 323),
(180, 1358, 323),
(180, 1244, 323),
(180, 1094, 323),
(180, 1316, 323),
(180, 1011, 323),
(180, 1032, 323),
(180, 1148, 323),
(180, 1301, 323),
(180, 1036, 323),
(180, 1249, 323),
(180, 1345, 323),
(180, 1192, 323),
(180, 1357, 323),
(180, 1078, 323),
(180, 1270, 323),
(180, 1103, 323),
(180, 1060, 323),
(180, 1294, 323),
(180, 1165, 323),
(180, 1097, 323),
(180, 1308, 323),
(180, 1343, 323),
(180, 1299, 323),
(180, 1233, 323),
(180, 1195, 323),
(180, 1018, 323),
(180, 1298, 323),
(180, 1282, 323),
(180, 1285, 323),
(180, 1330, 323),
(180, 1180, 323),
(180, 1291, 323),
(180, 1230, 323),
(180, 1145, 323),
(180, 1143, 323),
(180, 1344, 323),
(180, 1150, 323),
(180, 1253, 323),
(180, 1265, 323),
(180, 1164, 323),
(180, 1332, 323),
(180, 1378, 323),
(180, 1091, 323),
(180, 1054, 323),
(180, 1254, 323),
(180, 1003, 323),
(180, 1166, 323),
(180, 1114, 323),
(180, 1189, 323),
(180, 1077, 323),
(180, 1381, 323),
(180, 1190, 323),
(180, 1304, 323),
(180, 1042, 323),
(180, 1133, 323),
(180, 1004, 323),
(180, 1147, 323),
(180, 1182, 323),
(180, 1090, 323),
(180, 1170, 323),
(180, 1067, 323),
(180, 1116, 323),
(180, 1074, 323),
(180, 1020, 323),
(180, 1029, 323),
(180, 1320, 323),
(180, 1273, 323),
(180, 1086, 323),
(180, 1342, 323),
(180, 1106, 323),
(180, 1137, 323),
(180, 1019, 323),
(180, 1138, 323),
(180, 1360, 323),
(180, 1367, 323),
(180, 1044, 323),
(180, 1068, 323),
(180, 1102, 323),
(180, 1157, 323),
(180, 1039, 323),
(180, 1275, 323),
(180, 1351, 323),
(180, 1380, 323),
(180, 1066, 323),
(180, 1153, 323),
(180, 1235, 323),
(180, 1241, 323),
(180, 1141, 323),
(180, 1335, 323),
(180, 1112, 323),
(180, 1146, 323),
(180, 1363, 323),
(180, 1118, 323),
(180, 1178, 323),
(180, 1196, 323),
(180, 1158, 323),
(180, 1295, 323),
(180, 1052, 323),
(180, 1214, 323),
(180, 1136, 323),
(180, 1199, 323),
(180, 1374, 323),
(180, 1010, 323),
(180, 1362, 323),
(180, 1226, 323),
(180, 1081, 323),
(180, 1069, 323),
(180, 1120, 323),
(180, 1307, 323),
(180, 1131, 323),
(180, 1302, 323),
(180, 1237, 323),
(180, 1218, 323),
(180, 1098, 323),
(180, 1194, 323),
(180, 1212, 323),
(180, 1000, 323),
(180, 1115, 323),
(180, 1207, 323),
(180, 1247, 323),
(180, 1262, 323),
(180, 1135, 323),
(180, 1260, 323),
(180, 1084, 323),
(180, 1198, 323),
(180, 1027, 323),
(180, 1159, 323),
(180, 1252, 323),
(180, 1073, 323),
(180, 1354, 323),
(180, 1377, 323),
(180, 1179, 323),
(180, 1347, 323),
(180, 1058, 323),
(180, 1309, 323),
(180, 1371, 323),
(180, 1002, 323),
(180, 1022, 323),
(180, 1204, 323),
(180, 1229, 323),
(180, 1107, 323),
(180, 1341, 323),
(180, 1333, 323),
(180, 1328, 323),
(180, 1128, 323),
(180, 1373, 323),
(180, 1284, 323),
(180, 1296, 323),
(180, 1255, 323),
(180, 1239, 323),
(180, 1110, 323),
(180, 1236, 323),
(180, 1187, 323),
(180, 1318, 323),
(180, 1169, 323),
(180, 1317, 323),
(180, 1293, 323),
(180, 1082, 323),
(180, 1021, 323),
(180, 1338, 323),
(180, 1089, 323),
(180, 1324, 323),
(180, 1056, 323),
(180, 1184, 323),
(180, 1352, 323),
(180, 1258, 323),
(180, 1049, 323),
(180, 1256, 323),
(180, 1306, 323),
(180, 1234, 323),
(180, 1123, 323),
(180, 1109, 323),
(180, 1129, 323),
(180, 1250, 323),
(180, 1177, 323),
(180, 1183, 323),
(180, 1350, 323),
(180, 1211, 323),
(180, 1016, 323),
(180, 1370, 323),
(180, 1375, 323),
(180, 1271, 323),
(180, 1034, 323),
(180, 1376, 323),
(180, 1276, 323),
(180, 1017, 323),
(180, 1162, 323),
(180, 1197, 323),
(180, 1288, 323),
(180, 1364, 323),
(180, 1279, 323),
(180, 1231, 323),
(180, 1225, 323),
(180, 1149, 323),
(180, 1037, 323),
(180, 1151, 323),
(180, 1040, 323),
(180, 1215, 323),
(180, 1314, 323),
(180, 1083, 323),
(180, 1329, 323),
(180, 1245, 323),
(180, 1292, 323),
(180, 1063, 323),
(180, 1055, 323),
(180, 1326, 323),
(180, 1154, 323),
(180, 1071, 323),
(180, 1059, 323),
(180, 1193, 323),
(180, 1323, 323),
(180, 1340, 323),
(180, 1093, 323),
(180, 1238, 323),
(180, 1134, 323),
(180, 1210, 323),
(180, 1259, 323),
(180, 1124, 323),
(180, 1152, 323),
(180, 1108, 323),
(180, 1257, 323),
(180, 1368, 323),
(180, 1161, 323),
(180, 1175, 323),
(180, 1041, 323),
(180, 1046, 323),
(180, 1369, 323),
(180, 1121, 323),
(180, 1168, 323),
(180, 1075, 323),
(180, 1248, 323),
(180, 1286, 323),
(180, 1008, 323),
(180, 1201, 323),
(180, 1202, 323),
(180, 1300, 323),
(180, 1203, 323),
(180, 1172, 323),
(180, 1268, 323),
(180, 1163, 323),
(180, 1261, 323),
(180, 1303, 323),
(180, 1031, 323),
(180, 1267, 323),
(180, 1065, 323),
(180, 1220, 323),
(180, 1290, 323),
(180, 1353, 323),
(180, 1100, 323),
(180, 1305, 323),
(180, 1035, 323),
(180, 1382, 323),
(180, 1173, 323),
(180, 1232, 323),
(180, 1191, 323),
(180, 1281, 323),
(180, 1176, 323),
(180, 1337, 323),
(180, 1287, 323),
(180, 1228, 323),
(180, 1085, 323),
(180, 1007, 323),
(180, 1127, 323),
(180, 1264, 323),
(180, 1057, 323),
(180, 1025, 323),
(180, 1209, 323),
(180, 1012, 323),
(180, 1104, 323),
(180, 1125, 323),
(180, 1315, 323),
(180, 1053, 323),
(180, 1122, 323),
(180, 1278, 323),
(180, 1028, 323),
(180, 1310, 323),
(180, 1111, 323),
(180, 1092, 323),
(180, 1334, 323),
(180, 1130, 323),
(180, 1155, 323),
(180, 1045, 323),
(180, 1113, 323),
(180, 1213, 323),
(180, 1006, 323),
(180, 1339, 323),
(180, 1076, 323),
(180, 1030, 323),
(180, 1331, 323),
(180, 1297, 323),
(180, 1311, 323),
(180, 1383, 323),
(180, 1208, 323),
(180, 1051, 323),
(180, 1205, 323),
(180, 1117, 323),
(180, 1223, 323),
(180, 1242, 323),
(180, 1361, 323),
(180, 1321, 323),
(180, 1277, 323),
(180, 1200, 323),
(180, 1289, 323),
(180, 1101, 323),
(180, 1079, 323),
(180, 1038, 323),
(181, 1068, 227),
(181, 1311, 227),
(181, 1233, 227),
(181, 1044, 227),
(181, 1211, 227),
(181, 1093, 227),
(181, 1071, 227),
(181, 1155, 227),
(181, 1223, 227),
(181, 1106, 227),
(181, 1370, 227),
(181, 1190, 227),
(181, 1259, 227),
(181, 1057, 227),
(181, 1363, 227),
(181, 1327, 227),
(181, 1284, 227),
(181, 1087, 227),
(181, 1191, 227),
(181, 1318, 227),
(181, 1228, 227),
(181, 1012, 227),
(181, 1056, 227),
(181, 1312, 227),
(181, 1172, 227),
(181, 1171, 227),
(181, 1205, 227),
(181, 1194, 227),
(181, 1343, 227),
(181, 1049, 227),
(181, 1021, 227),
(181, 1186, 227),
(181, 1378, 227),
(181, 1253, 227),
(181, 1108, 227),
(181, 1202, 227),
(181, 1053, 227),
(181, 1110, 227),
(181, 1022, 227),
(181, 1334, 227),
(181, 1139, 227),
(181, 1099, 227),
(181, 1262, 227),
(181, 1177, 227),
(181, 1050, 227),
(181, 1348, 227),
(181, 1323, 227),
(181, 1024, 227),
(181, 1241, 227),
(181, 1275, 227),
(181, 1100, 227),
(181, 1040, 227),
(181, 1005, 227),
(181, 1256, 227),
(181, 1182, 227),
(181, 1340, 227),
(181, 1010, 227),
(181, 1028, 227),
(181, 1306, 227),
(181, 1361, 227),
(181, 1120, 227),
(181, 1226, 227),
(181, 1095, 227),
(181, 1101, 227),
(181, 1080, 227),
(181, 1176, 227),
(181, 1215, 227),
(181, 1360, 227),
(181, 1341, 227),
(181, 1310, 227),
(181, 1297, 227),
(181, 1118, 227),
(181, 1229, 227),
(181, 1380, 227),
(181, 1282, 227),
(181, 1273, 227),
(181, 1008, 227),
(181, 1257, 227),
(181, 1246, 227),
(181, 1379, 227),
(181, 1355, 227),
(181, 1038, 227),
(181, 1029, 227),
(181, 1092, 227),
(181, 1146, 227),
(181, 1230, 227),
(181, 1066, 227),
(181, 1381, 227),
(181, 1293, 227),
(181, 1082, 227),
(181, 1042, 227),
(181, 1285, 227),
(181, 1041, 227),
(181, 1375, 227),
(181, 1137, 227),
(181, 1006, 227),
(181, 1175, 227),
(181, 1324, 227),
(181, 1242, 227),
(181, 1314, 227),
(181, 1142, 227),
(181, 1072, 227),
(181, 1351, 227),
(181, 1039, 227),
(181, 1173, 227),
(181, 1077, 227),
(181, 1026, 227),
(181, 1217, 227),
(181, 1292, 227),
(181, 1011, 227),
(181, 1303, 227),
(181, 1147, 227),
(181, 1073, 227),
(181, 1208, 227),
(181, 1362, 227),
(181, 1075, 227),
(181, 1371, 227),
(181, 1114, 227),
(181, 1103, 227),
(181, 1090, 227),
(181, 1252, 227),
(181, 1180, 227),
(181, 1058, 227),
(181, 1309, 227),
(181, 1369, 227),
(181, 1289, 227),
(181, 1210, 227),
(181, 1354, 227),
(181, 1258, 227),
(181, 1083, 227),
(181, 1357, 227),
(181, 1130, 227),
(181, 1157, 227),
(181, 1126, 227),
(181, 1054, 227),
(181, 1338, 227),
(181, 1304, 227),
(181, 1144, 227),
(181, 1235, 227),
(181, 1320, 227),
(181, 1067, 227),
(181, 1266, 227),
(181, 1249, 227),
(181, 1151, 227),
(181, 1060, 227),
(181, 1117, 227),
(181, 1074, 227),
(181, 1048, 227),
(181, 1037, 227),
(181, 1198, 227),
(181, 1299, 227),
(181, 1000, 227),
(181, 1238, 227),
(181, 1239, 227),
(181, 1158, 227),
(181, 1322, 227),
(181, 1261, 227),
(181, 1165, 227),
(181, 1107, 227),
(181, 1274, 227),
(181, 1307, 227),
(181, 1263, 227),
(181, 1166, 227),
(181, 1034, 227),
(181, 1141, 227),
(181, 1015, 227),
(181, 1195, 227),
(181, 1167, 227),
(181, 1031, 227),
(181, 1315, 227),
(181, 1234, 227),
(181, 1065, 227),
(181, 1189, 227),
(181, 1094, 227),
(181, 1218, 227),
(181, 1280, 227),
(181, 1377, 227),
(181, 1240, 227),
(181, 1339, 227),
(181, 1127, 227),
(181, 1097, 227),
(181, 1248, 227),
(181, 1138, 227),
(181, 1112, 227),
(181, 1271, 227),
(181, 1376, 227),
(181, 1017, 227),
(181, 1152, 227),
(181, 1085, 227),
(181, 1276, 227),
(181, 1364, 227),
(181, 1268, 227),
(181, 1004, 227),
(181, 1286, 227),
(181, 1264, 227),
(181, 1163, 227),
(181, 1317, 227),
(181, 1368, 227),
(181, 1225, 227),
(181, 1064, 227),
(181, 1344, 227),
(181, 1350, 227),
(181, 1124, 227),
(181, 1255, 227),
(181, 1104, 227),
(181, 1319, 227),
(181, 1119, 227),
(181, 1367, 227),
(181, 1200, 227),
(181, 1346, 227),
(181, 1270, 227),
(181, 1250, 227),
(181, 1183, 227),
(181, 1164, 227),
(181, 1332, 227),
(181, 1156, 227),
(181, 1220, 227),
(181, 1313, 227),
(181, 1337, 227),
(181, 1204, 227),
(181, 1321, 227),
(181, 1185, 227),
(181, 1121, 227),
(181, 1047, 227),
(181, 1184, 227),
(181, 1295, 227),
(181, 1061, 227),
(182, 1006, 298),
(182, 1050, 298),
(182, 1186, 298),
(182, 1322, 298),
(182, 1264, 298),
(182, 1108, 298),
(182, 1298, 298),
(182, 1291, 298),
(182, 1173, 298),
(182, 1326, 298),
(182, 1317, 298),
(182, 1197, 298),
(182, 1124, 298),
(182, 1272, 298),
(182, 1360, 298),
(182, 1226, 298),
(182, 1069, 298),
(182, 1159, 298),
(182, 1232, 298),
(182, 1179, 298),
(182, 1216, 298),
(182, 1036, 298),
(182, 1063, 298),
(182, 1032, 298),
(182, 1206, 298),
(182, 1003, 298),
(182, 1250, 298),
(182, 1329, 298),
(182, 1145, 298),
(182, 1120, 298),
(182, 1038, 298),
(182, 1309, 298),
(182, 1310, 298),
(182, 1007, 298),
(182, 1080, 298),
(182, 1016, 298),
(182, 1320, 298),
(182, 1070, 298),
(182, 1076, 298),
(182, 1275, 298),
(182, 1306, 298),
(182, 1364, 298),
(182, 1308, 298),
(182, 1138, 298),
(182, 1319, 298),
(182, 1345, 298),
(182, 1352, 298),
(182, 1028, 298),
(182, 1021, 298),
(182, 1301, 298),
(182, 1316, 298),
(182, 1089, 298),
(182, 1122, 298),
(182, 1277, 298),
(182, 1157, 298),
(182, 1271, 298),
(182, 1207, 298),
(182, 1048, 298),
(182, 1106, 298),
(182, 1258, 298),
(182, 1292, 298),
(182, 1174, 298),
(182, 1212, 298),
(182, 1094, 298),
(182, 1283, 298),
(182, 1373, 298),
(182, 1194, 298),
(182, 1033, 298),
(182, 1149, 298),
(182, 1118, 298),
(182, 1022, 298),
(182, 1245, 298),
(182, 1090, 298),
(182, 1140, 298),
(182, 1341, 298),
(182, 1139, 298),
(182, 1304, 298),
(182, 1079, 298),
(182, 1228, 298),
(182, 1233, 298),
(182, 1147, 298),
(182, 1273, 298),
(182, 1107, 298),
(182, 1266, 298),
(182, 1030, 298),
(182, 1127, 298),
(182, 1105, 298),
(182, 1053, 298),
(182, 1160, 298),
(182, 1078, 298),
(182, 1185, 298),
(182, 1313, 298),
(182, 1324, 298),
(182, 1103, 298),
(182, 1380, 298),
(182, 1082, 298),
(182, 1162, 298),
(182, 1051, 298),
(182, 1286, 298),
(182, 1187, 298),
(182, 1268, 298),
(182, 1188, 298),
(182, 1002, 298),
(182, 1294, 298),
(182, 1077, 298),
(182, 1025, 298),
(182, 1126, 298),
(182, 1134, 298),
(182, 1379, 298),
(182, 1000, 298),
(182, 1281, 298),
(182, 1181, 298),
(182, 1252, 298),
(182, 1083, 298),
(182, 1163, 298),
(182, 1288, 298),
(182, 1235, 298),
(182, 1330, 298),
(182, 1049, 298),
(182, 1255, 298),
(182, 1338, 298),
(182, 1085, 298),
(182, 1260, 298),
(182, 1115, 298),
(182, 1112, 298),
(182, 1150, 298),
(182, 1052, 298),
(182, 1247, 298),
(182, 1351, 298),
(182, 1143, 298),
(182, 1099, 298),
(182, 1047, 298),
(182, 1091, 298),
(182, 1267, 298),
(182, 1071, 298),
(182, 1350, 298),
(182, 1154, 298),
(182, 1265, 298),
(182, 1061, 298),
(182, 1121, 298),
(182, 1332, 298),
(182, 1377, 298),
(182, 1368, 298),
(182, 1012, 298),
(182, 1282, 298),
(182, 1011, 298),
(182, 1168, 298),
(182, 1270, 298),
(182, 1213, 298),
(182, 1128, 298),
(182, 1196, 298),
(182, 1102, 298),
(182, 1315, 298),
(182, 1133, 298),
(182, 1183, 298),
(182, 1178, 298),
(182, 1180, 298),
(182, 1280, 298),
(182, 1114, 298),
(182, 1170, 298),
(182, 1195, 298),
(182, 1239, 298),
(182, 1372, 298),
(182, 1152, 298),
(182, 1375, 298),
(182, 1214, 298),
(182, 1242, 298),
(182, 1334, 298),
(182, 1318, 298),
(182, 1346, 298),
(182, 1062, 298),
(182, 1279, 298),
(182, 1285, 298),
(182, 1337, 298),
(182, 1101, 298),
(182, 1026, 298),
(182, 1236, 298),
(182, 1323, 298),
(182, 1355, 298),
(182, 1202, 298),
(182, 1240, 298),
(182, 1192, 298),
(182, 1382, 298),
(182, 1381, 298),
(182, 1075, 298),
(182, 1144, 298),
(182, 1293, 298),
(182, 1153, 298),
(182, 1278, 298),
(182, 1132, 298),
(182, 1246, 298),
(182, 1057, 298),
(182, 1034, 298),
(182, 1066, 298),
(182, 1166, 298),
(182, 1303, 298),
(182, 1135, 298),
(182, 1208, 298),
(182, 1295, 298),
(182, 1383, 298),
(182, 1189, 298),
(182, 1223, 298),
(182, 1125, 298),
(182, 1064, 298),
(182, 1042, 298),
(182, 1370, 298),
(182, 1198, 298),
(182, 1001, 298),
(182, 1020, 298),
(182, 1046, 298),
(182, 1100, 298),
(182, 1256, 298),
(182, 1141, 298),
(182, 1074, 298),
(182, 1014, 298),
(182, 1169, 298),
(182, 1361, 298),
(182, 1130, 298),
(182, 1177, 298),
(182, 1146, 298),
(182, 1209, 298),
(182, 1219, 298),
(182, 1073, 298),
(182, 1307, 298),
(182, 1191, 298),
(182, 1248, 298),
(182, 1081, 298),
(182, 1234, 298),
(182, 1176, 298),
(182, 1225, 298),
(182, 1353, 298),
(182, 1328, 298),
(182, 1031, 298),
(182, 1215, 298),
(182, 1231, 298),
(182, 1029, 298),
(182, 1227, 298),
(182, 1123, 298),
(182, 1017, 298),
(182, 1287, 298),
(182, 1296, 298),
(182, 1116, 298),
(182, 1131, 298),
(182, 1244, 298),
(182, 1172, 298),
(182, 1314, 298),
(182, 1182, 298),
(182, 1237, 298),
(182, 1119, 298),
(182, 1363, 298),
(182, 1356, 298),
(182, 1142, 298),
(182, 1220, 298),
(182, 1009, 298),
(182, 1254, 298),
(182, 1155, 298),
(182, 1045, 298),
(182, 1333, 298),
(182, 1335, 298),
(182, 1253, 298),
(182, 1241, 298),
(182, 1362, 298),
(182, 1230, 298),
(182, 1349, 298),
(182, 1339, 298),
(182, 1056, 298),
(182, 1087, 298),
(182, 1027, 298),
(182, 1098, 298),
(182, 1058, 298),
(182, 1369, 298),
(182, 1218, 298),
(182, 1004, 298),
(182, 1039, 298),
(182, 1259, 298),
(182, 1013, 298),
(182, 1084, 298),
(182, 1257, 298),
(182, 1211, 298),
(182, 1340, 298),
(182, 1201, 298),
(182, 1243, 298),
(182, 1302, 298),
(182, 1327, 298),
(182, 1200, 298),
(182, 1274, 298),
(182, 1054, 298),
(182, 1086, 298),
(182, 1040, 298),
(182, 1262, 298),
(182, 1354, 298),
(182, 1158, 298),
(182, 1331, 298),
(182, 1336, 298),
(182, 1136, 298),
(182, 1190, 298),
(182, 1010, 298),
(182, 1059, 298),
(183, 1273, 207),
(183, 1035, 207),
(183, 1242, 207),
(183, 1196, 207),
(183, 1061, 207),
(183, 1331, 207),
(183, 1151, 207),
(183, 1262, 207),
(183, 1094, 207),
(183, 1063, 207),
(183, 1005, 207),
(183, 1227, 207),
(183, 1335, 207),
(183, 1291, 207),
(183, 1169, 207),
(183, 1224, 207),
(183, 1199, 207),
(183, 1004, 207),
(183, 1258, 207),
(183, 1120, 207),
(183, 1284, 207),
(183, 1110, 207),
(183, 1305, 207),
(183, 1065, 207),
(183, 1174, 207),
(183, 1353, 207),
(183, 1183, 207),
(183, 1165, 207),
(183, 1302, 207),
(183, 1314, 207),
(183, 1018, 207),
(183, 1311, 207),
(183, 1250, 207),
(183, 1204, 207),
(183, 1135, 207),
(183, 1193, 207),
(183, 1080, 207),
(183, 1098, 207),
(183, 1211, 207),
(183, 1111, 207),
(183, 1270, 207),
(183, 1358, 207),
(183, 1114, 207),
(183, 1054, 207),
(183, 1115, 207),
(183, 1071, 207),
(183, 1293, 207),
(183, 1235, 207),
(183, 1287, 207),
(183, 1163, 207),
(183, 1307, 207),
(183, 1182, 207),
(183, 1060, 207),
(183, 1064, 207),
(183, 1053, 207),
(183, 1251, 207),
(183, 1088, 207),
(183, 1082, 207),
(183, 1304, 207),
(183, 1207, 207),
(183, 1295, 207),
(183, 1105, 207),
